0.094620	0.021618	0.029318	0.010797	0.002714	0.000000	0.004276	0.000000	0.035110	0.017510	-0.387355
0.029690	0.065274	0.077700	0.090079	0.038908	0.000524	0.175510	0.000451	0.000000	0.051976	0.131503
0.039468	0.023795	0.150877	0.000000	0.000000	0.000000	0.047575	0.000000	0.002350	0.000000	-0.131422
0.160030	0.007721	0.019221	0.000000	0.008084	0.003200	0.025024	0.002636	0.338193	0.003280	-0.503889
0.034684	0.344148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011992	0.000000	0.271631
0.000000	0.000000	0.000000	0.000000	0.912232	0.000000	0.011872	0.000000	0.000000	0.000000	0.557708
0.007722	0.005841	0.000000	0.000231	0.000000	0.000000	0.000000	0.000000	0.292095	0.000000	0.302869
0.091598	0.002581	0.000688	0.009294	0.088582	0.000000	0.000000	0.020932	0.096036	0.000000	0.379083
0.113241	0.000000	0.028073	0.000000	0.008598	0.002384	0.133739	0.000000	0.022615	0.001820	-0.265898
0.010988	0.012149	0.024773	0.000000	0.008009	0.001278	0.135975	0.006682	0.005381	0.010922	-0.098599
0.168615	0.060218	0.064807	0.007628	0.042700	0.000000	0.131817	0.002963	0.083893	0.057223	0.000106
0.053154	0.000000	0.000066	0.233155	0.000000	0.000000	0.003067	0.000000	0.000000	0.192477	0.186664
0.000000	0.000000	0.010105	0.000000	0.303220	0.002624	0.000000	0.000000	0.018455	0.000000	0.286505
0.000000	0.009012	0.000000	0.000000	0.330229	0.000000	0.000000	0.000000	0.000000	0.000000	0.153730
0.203579	0.364413	0.000000	0.000000	0.026186	0.000000	0.000000	0.000000	0.170674	0.059995	0.202358
0.052600	0.126404	0.027939	0.008097	0.009279	0.226801	0.008431	0.000000	0.009004	0.003784	0.169570
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.482124	0.000000	0.000943	0.397660
0.224409	0.084065	0.000000	0.000000	0.016508	0.000913	0.003171	0.063064	0.080140	0.074712	-0.057818
0.063461	0.249535	0.127585	0.004872	0.093560	0.000000	0.062743	0.003685	0.049794	0.077847	-0.007140
0.000000	0.000000	0.000000	0.000000	0.026000	0.001093	0.000000	0.000000	0.419550	0.003077	0.495018
0.021007	0.000000	0.081111	0.000000	0.000000	0.000000	0.144311	0.000000	0.053634	0.000000	-0.062771
0.025393	0.012835	0.152441	0.000000	0.000000	0.000000	0.111325	0.204560	0.023889	0.000000	0.295055
0.118201	0.047523	0.190686	0.000000	0.043285	0.001952	0.066065	0.006928	0.016933	0.034309	0.037893
0.094937	0.025850	0.028588	0.000000	0.000000	0.049710	0.142320	0.000000	0.025934	0.000000	-0.033261
0.000000	0.000000	0.406494	0.009717	0.000000	0.000000	0.000000	0.015549	0.000000	0.002020	0.463563
0.097086	0.029298	0.018982	0.000000	0.013088	0.345937	0.099193	0.017120	0.086225	0.067607	0.402041
0.003218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001970	0.019313	0.204316	0.215490
0.000000	0.000000	0.002473	0.343259	0.000000	0.005567	0.000000	0.004959	0.030717	0.238631	0.223723
0.078508	0.000000	0.000000	0.000000	0.000000	0.000000	0.013570	0.000000	0.000000	0.000000	-0.414841
0.002438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.191198	0.144490
0.070308	0.000000	0.011063	0.003967	0.009411	0.264419	0.049209	0.000000	0.000000	0.005976	0.030979
0.040394	0.000000	0.006960	0.014560	0.008906	0.000000	0.004235	0.006468	0.012246	0.148087	0.040696
0.064032	0.022650	0.000000	0.007215	0.022883	0.000000	0.013183	0.000000	0.002291	0.000549	-0.377388
0.000000	0.032123	0.177425	0.000000	0.000000	0.000000	0.018583	0.003107	0.000929	0.000000	-0.051981
0.034057	0.023618	0.000000	0.000000	0.071753	0.000000	0.000000	0.000000	0.221180	0.000129	0.216529
0.019368	0.106761	0.095073	0.086617	0.178978	0.053105	0.034360	0.000225	0.063638	0.071351	0.452216
0.045215	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204582	0.000000	0.256934
0.017152	0.075526	0.113050	0.179861	0.116457	0.000000	0.044098	0.000000	0.000000	0.079911	0.422697
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063069	0.000000	0.000000	0.000000	-0.409878
0.000000	0.000000	0.000000	0.478330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247008
0.092098	0.005784	0.000000	0.000000	0.000000	0.000000	0.008081	0.000000	0.006227	0.018066	-0.438914
0.063008	0.000000	0.027812	0.001211	0.013167	0.000000	0.078993	0.000000	0.017215	0.009086	-0.449007
