0.160030	0.007721	0.019221	0.000000	0.008084	0.003200	0.025024	0.002636	0.338193	0.003280	-0.503889
0.000000	0.000000	0.000000	0.000000	0.912232	0.000000	0.011872	0.000000	0.000000	0.000000	0.557708
0.168615	0.060218	0.064807	0.007628	0.042700	0.000000	0.131817	0.002963	0.083893	0.057223	0.000106
0.137565	0.000000	0.013133	0.000000	0.000000	0.000000	0.018964	0.001588	0.093055	0.000000	-0.010827
0.203579	0.364413	0.000000	0.000000	0.026186	0.000000	0.000000	0.000000	0.170674	0.059995	0.202358
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.482124	0.000000	0.000943	0.397660
0.224409	0.084065	0.000000	0.000000	0.016508	0.000913	0.003171	0.063064	0.080140	0.074712	-0.057818
0.125676	0.044345	0.002299	0.007428	0.040010	0.010244	0.000000	0.009136	0.065474	0.065581	0.032396
0.063461	0.249535	0.127585	0.004872	0.093560	0.000000	0.062743	0.003685	0.049794	0.077847	-0.007140
0.000000	0.000000	0.000000	0.000000	0.026000	0.001093	0.000000	0.000000	0.419550	0.003077	0.495018
0.072243	0.189831	0.049708	0.003978	0.029806	0.000000	0.087614	0.000000	0.036002	0.106988	-0.108324
0.097086	0.029298	0.018982	0.000000	0.013088	0.345937	0.099193	0.017120	0.086225	0.067607	0.402041
0.019368	0.106761	0.095073	0.086617	0.178978	0.053105	0.034360	0.000225	0.063638	0.071351	0.452216
0.017152	0.075526	0.113050	0.179861	0.116457	0.000000	0.044098	0.000000	0.000000	0.079911	0.422697
0.063008	0.000000	0.027812	0.001211	0.013167	0.000000	0.078993	0.000000	0.017215	0.009086	-0.449007
0.000000	0.027571	0.253757	0.358627	0.096413	0.000000	0.000000	0.000957	0.000000	0.000000	0.660387
0.046302	0.090481	0.059449	0.000000	0.000000	0.000000	0.103926	0.010307	0.208794	0.000000	0.482866
0.007366	0.000000	0.173777	0.000000	0.000000	0.000000	0.000000	0.000337	0.000000	0.001513	0.384745
0.036408	0.056903	0.017021	0.444543	0.141214	0.011271	0.000000	0.006963	0.000393	0.055473	0.610998
0.062325	0.101069	0.000323	0.007501	0.006426	0.000000	0.000000	0.000000	0.003152	0.065250	-0.522932
0.000000	0.047100	0.012314	0.362373	0.164169	0.000000	0.000000	0.001790	0.000000	0.211846	0.755574
0.068950	0.060497	0.032515	0.000000	0.061574	0.000000	0.080259	0.005986	0.000000	0.052873	-0.493104
0.170260	0.020252	0.022537	0.000000	0.014572	0.010587	0.022185	0.000000	0.056611	0.027400	-0.198579
0.029622	0.001907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.305734	0.000000	0.125991
0.105762	0.068382	0.000000	0.000000	0.000000	0.000000	0.068439	0.000000	0.139245	0.000000	-0.091787
0.219144	0.028970	0.031646	0.000000	0.040229	0.000000	0.089937	0.000000	0.058272	0.022908	-0.318639
0.160610	0.125630	0.000000	0.000000	0.000000	0.000000	0.073207	0.000000	0.022740	0.000000	-0.018616
